Categories,Title,Snippet
Music, Jay-Z's Team Roc call for prosecution of police officer who shot and killed 3 men,"Jay-Z’s social justice initiative Team Roc has called for a Wisconsin police officer to be fired and prosecuted, after he shot and killed three people …"
Music, 'I'm like a plant without water': why metal bands are suffering during coronavirus,"To some outsiders, metal appears chaotic, violent and devoid of emotional value, but inside the message is one of solidarity. Nothing exemplifies this …"
Music, Socially distanced outdoor music venue to open in Newcastle in August,"The UK’s first large-scale socially distanced music venue is opening in Newcastle this summer. Virgin Money Unity Arena, to be installed at Newcastle …"
Music, From Skullcrusher to Jockstrap: the bands who sound nothing like their names,Skullcrusher What they should sound like A biker gang of bionic speed metal abattoir workers playing guitars made by stringing pneumatic drills with e …
Sport, Chess: Magnus Carlsen chasing another prize despite bizarre four-move loss,"Summary: Magnus Carlsen in another major final hardly rates a headline at the moment, such is the world champion’s dominance over his rivals. The 29-year-old N …"
Sport, Survey finds 83% of BAME competitors have experienced racism in British sport,A survey looking into racism in British sport has found 83% of people from black and minority ethnic backgrounds have experienced discrimination in so …
Sport, Talking Horses: Leicester race on despite city Covid-19 lockdown,"Next Tuesday’s scheduled meeting at Leicester will go ahead as planned despite the continuing local lockdown in the city, the British Horseracing Auth …"
Politics, Scottish and Welsh first ministers attack UK's 'shambolic' quarantine rules,The first ministers of Scotland and Wales have launched scathing attacks on the UK government’s “shambolic” handling of lifting quarantines on foreign …
Politics, How UK air bridges descended into a coronavirus policy farce,"Summary: It’s competing in a crowded field. But after days of confusion, buck-passing and zealous over-briefing by officials, it has turned into one of the mos …"
Politics, Chris Whitty warns people to distance despite English lockdown easing or risk a second wave – as it happened,"Please follow the global coronavirus live blog for the latest updates. Lockdown restrictions in England will be lifted this weekend, Boris Johnson has …"
Music," Josh Pyke, the Veronicas, Lime Cordiale and more: Australian music for isolated times","As some states begin to slowly open back up, Australia’s arts industry is still largely in lockdown – and the music industry was hit harder, and earli …"
Sport, Talking Horses: Russian Emperor to outstay the favourite for Derby glory,"Summary: A strong pace looks likely in Saturday’s Derby, since that would seem essential for the chances of Ballydoyle’s two main contenders, Mogul and Russian …"
Music," ‘We’re the explicit Vengaboys’: meet Bad Boy Chiller Crew, Bradford's bassline stars","Summary: It is a sweltering afternoon in Minsk, Belarus, yet Bad Boy Chiller Crew are looking decidedly, well, chilled. Already an underground sensation in Wes …"
Sport, Lewis Hamilton fires up for title bid fuelled by changing F1's conscience,"The naysayers would have it that character has been all but driven out of Formula One. On Sunday, when the 2020 season finally fires up at the Austria …"
Music, Classical home listening: of love and death and snails,"• The title Love and Death (Orchid Classics) could incorporate nearly all music ever written. The Navarra String Quartet, whose playing has a transpar …"
Music, Paul Weller: On Sunset review – a mellower modfather,"When you think of Paul Weller, you do not picture him on Hollywood’s notorious Sunset Strip. Baked either by the sun or lurid neon, a tourist hell tra …"
Music, One to watch: Remi Wolf,"Summary: While she begrudgingly refers to her trippy, kaleidoscopic musical melange as “funky soul pop”, 24-year-old California musician Remi Wolf isn’t a huge …"
Music, Mulatu Astatke & Black Jesus Experience: To Know Without Knowing review – an absorbing ride,"Like one of its sinuous melodies, Ethiopian jazz continues to take unexpected turns. Melbourne’s Black Jesus Experience are one such, an eclectic eigh …"
Politics, Nigel Farage accused of breaking quarantine rules with pub visit,"The Brexit party leader, Nigel Farage, is facing claims that he broke quarantine rules by going to a pub when it reopened for the first time since loc …"
Music, Neil Young says Trump's use of songs at Mount Rushmore 'not OK with me',"After two of his songs were used by Donald Trump at Mount Rushmore on Friday, Neil Young had a simple message for the president: “This is not OK with …"
Sport, Derby day at Epsom: Serpentine pulls off huge shock in Classic – as it happened,"So, pick the bones out of that one. The winning jockey Emmet McNamara said after that extraordinary Derby that once he took the lead “he never heard a …"
Politics, Stanley Johnson says Greece visit is essential to 'Covid-proof' villa,"The prime minister’s father, Stanley Johnson, has defended travelling to his villa in Greece amid growing condemnation by saying that he was making th …"
Sport, Jockeys under fire after Serpentine pulls off shock with all-the-way win in Derby,"Summary: A Derby run in bizarre circumstances produced a suitably extraordinary result here on Saturday, as the first three horses after a furlong and a half f …"
Sport, Derby favourites are reminded that shock results are all part of the game,"Tricky things, pacemakers. In theory, they sacrifice themselves for the good of everyone else, setting an even tempo through the first two-thirds of a …"
Sport, Ben Stokes: will the shackles be on or off for England's new captain?,"At last a Test match to preview. How do we go about that? It’s the clash of the great all-rounder captains, Jason Holder and Ben Stokes. Holder, ranke …"
Sport, Talking Horses: Ghaiyyath can trump Enable in classy Eclipse Stakes,"After the shock of Saturday’s Derby, Sunday brings another big race in which the front-runner may not be caught. In the case of Ghaiyyath (3.35), howe …"
Music, Kanye West declares he will run for US president in 2020,"Just when you thought 2020 couldn’t get any weirder, rapper Kanye West declared his candidacy for US president. The unlikely challenger to Donald Trum …"
Sport, Who is the greatest male tennis player of the last 50 years?,"Picking the greatest female player of the last 50 years was tough. Last week, five of our writers made the case for the leading candidates – Steffi Gr …"
Politics, Gove and Johnson 'sold as slaves' at Oxford student charity event,"It may have only merited a few paragraphs in the student newspaper and have taken place 33 years ago, but an Oxford Union Society “slave auction” in w …"
Music, NZCA Lines: Pure Luxury review – dancefloor first-aid for dystopian times,"Summary: Michael Lovett is a British indie disco eminence grise. A touring member of Metronomy, he played on Christine and the Queens’ first album; he’s also s …"
Politics, Hancock praises people for acting responsibly as pubs reopen in England,"The health secretary, Matt Hancock, has praised “the vast majority” of people who behaved responsibly as pubs in England reopened on Saturday. In an i …"
Music, Dream Wife: So When You Gonna... review – a punk band that still sounds like one,"Dream Wife are a very modern rock band: they sing about queer love, miscarriage and misogyny; they work with an all-female recording team; and they ha …"
Politics, Met police urged to investigate Dominic Cummings' trip during Covid-19 lockdown,The former chief prosecutor for north-west England has urged the Metropolitan police to launch an immediate investigation into Dominic Cummings’ trip …
Politics, UK coronavirus: Britain claps for NHS on 72nd anniversary – as it happened,"A further 22 deaths of people who had tested positive for Covid-19 in the UK were recorded today, taking the total to 44,220. People across the UK hav …"
Sport, Oisín Murphy's honesty a positive on difficult Derby day for jockeys,"Summary: Before getting too disappointed, frustrated or downright angry about what was surely the strangest Derby, in every way, that any of us will ever witne …"
Sport, Adelaide Crows: from AFL grand finalists to no-hopers,At half-time of the 2017 AFL grand final Richmond led Adelaide by nine points but it might as well have been 900. The Tigers looked at an opponent unr …
Politics, Britain beyond lockdown: what we learned from two weeks on the road,Britain is crying out for a better normal. Communities across the country are emerging from lockdown with a new sense of what is possible and what is …
Music," Beyoncé, Coachella 2018: a rich tapestry of black cultural excellence","If Beyoncé’s fanbase, the Beyhive, is something of a cult, then her live performances are their holy pilgrimage. Although I had been on three previous …"
Music, Ennio Morricone obituary,"Summary: If ever a name was synonymous with movie soundtracks, it was Ennio Morricone. Although it took the Hollywood film industry until 2007 to reward Morric …"
Music, Ryan Adams apologises for his 'mistreatment' of friends and colleagues,Ryan Adams has apologised for “the ways I’ve mistreated people throughout my life and career” in a statement published on the Daily Mail’s website. Ad …
Music, Kasabian frontman Tom Meighan quits band,"Tom Meighan has announced that he is leaving Kasabian, the Leicester rock band he co-founded as a student in the late 90s. The band shared a brief sta …"
Sport," Mose Masoe: 'When I opened my eyes, I couldn’t feel my legs'","Summary: “Patience,” Mose Masoe eventually says as he looks at his little garden outside Hull and finds the right word to describe the most valuable lesson he …"
Music, Ennio Morricone: 10 of his greatest compositions,Summary: Trying to sum up the maestro’s 66-year career into ten tracks is impossible. His work was simply too diverse to be comprehensively boiled down into a …
Music, How the Isley Brothers made Harvest for the World,"Ernie Isley, songwriter, drums, guitar As a songwriter, inspiration can strike at any time. I’d just bought a new 12-string acoustic guitar and took i …"
Politics, Denis O'Brien obituary,"My dad, Denis O’Brien, who has died aged 94 of Covid-19, was a lifelong socialist who loved sharing a beer with friends while discussing the idiosyncr …"
Politics, UK calls halt to daily data on number of people tested for Covid-19,"The UK government has said it will no longer publish data on the daily number of individual people being tested for coronavirus, after five weeks of f …"
Sport, Mercedes miles ahead in Austria where they have struggled in past,"Summary: Mercedes march on Valtteri Bottas’s win in Austria might have been nail-biting for the team, given they feared his car was very close to a shutdown be …"
Sport," England have provided 'blueprint' for global cricket to resume, says Simmons","Phil Simmons, the West Indies head coach, believes England have provided a blueprint for the rest of the world as Test cricket prepares to resume in S …"
Politics, Johnson criticised after claiming care homes did not follow procedures during Covid crisis – as it happened,Boris Johnson has been criticised by the care home sector for suggesting they were partly to blame for the spread of coronavirus among their residents …
Sport, 'Love over hate': Bubba Wallace responds to baseless Trump attack over noose,"Summary: Donald Trump has launched a baseless attack on Bubba Wallace, over an incident last month in which a noose was found in the team garage of Nascar’s on …"
Sport, WNBA players to wear names of women such as Breonna Taylor on jerseys,"The WNBA, long the most progressive league in US sports, says its players will wear the names of women who have been killed by police or in racial vio …"
Sport, Cricket's new landscape could mean less is more for Test matches,"Summary: Great news out of South Africa: 3 Team Cricket, the newest format of the game in which three teams play each other simultaneously, finally has a launc …"
Music," Joni Mitchell, Isle of Wight 1970: the day the music nearly died","The last days of August on the Isle of Wight, the weather fair, the island relishing the height of summer holiday season. If there was trepidation amo …"
Sport, Tuilagi case shows England's stuffy home-based clause is out of date,"Summary: As he sat overlooking the Mediterranean, sipping a cafe au lait, Manu Tuilagi smiled wryly to himself. No need to jump into any harbours these days, h …"
Politics, Conservatives confirm party conference will switch to virtual format,The Tory party annual conference is the latest political fixture to be affected by coronavirus with organisers confirming they are switching to a virt …
Sport, Patrick Mahomes agrees 10-year deal with Chiefs worth $503m,"Patrick Mahomes has committed his long-term future to the Kansas City Chiefs, agreeing a 10-year contract with the team he led to the Super Bowl title …"
Music, Bumi Thomas: the Glasgow-born singer given two weeks to leave the country,"During lockdown, UK jazz artist Bumi Thomas has found space to spread out in her local park. “I take my guitar and howl,” she laughs. “I love it!” As …"
Politics, Hollowed-out Hancock dies another death as he defends the indefensible,"We need to talk about Matt. Even with his new haircut – not that he particularly needed one, but all cabinet ministers had been under orders to have a …"
Sport, Fernando Alonso plans surprise return to F1 with Renault at age of 39,"Fernando Alonso is reportedly ready to make a return to Formula One with Renault next season, replacing Daniel Ricciardo, who is moving to McLaren. Al …"
Politics, UK Brexit negotiator meets EU counterpart in bid to revive talks,"The government’s chief Brexit negotiator, David Frost, is to host his EU counterpart, Michel Barnier, for a private dinner in Downing Street on Tuesda …"
Politics, Rishi Sunak poses for pre-budget photo with £180 'smart mug',"For George Osborne it was a Byron burger and chips, with the upmarket chain undermining his bid to convey a man-of-the-people image. Philip Hammond se …"
Sport, England's Wood poised for West Indies Test with Broad set to miss out,"Ben Stokes warned his players there can be no excuses about a lack of intensity in Wednesday’s landmark first Test against West Indies, with England p …"
Politics, Summer statement: Rishi Sunak plans temporary job creation scheme for under-25s,Summary: Rishi Sunak will respond to growing fears of a surge in youth unemployment from Britain’s pandemic-scarred economy on Wednesday with a £2bn temporary …
Sport, The greatest: Roger Federer – balletic grace that makes the outrageous appear effortless,It is nearly two decades since Roger Federer first stepped on to Centre Court and began the greatest act of seduction tennis has seen. In July 2001 he …
Music," Sonic Youth, Desolation Center 1985: 500 tabs of acid, one life-changing gig","In 1983, 20-year-old promoter Stuart Swezey was sick of his gigs getting shut down by Los Angeles cops. On a road trip across Mexico he had an epiphan …"
Music," Kanye West takes anti-vaccine, anti-abortion stance in US presidential bid","Kanye West has given more details about the policy platform he will adopt in his bid to become US president in November, declaring himself anti-aborti …"
Music, Johnny Mandel obituary,"A brief survey of the career highlights of Johnny Mandel, who has died aged 94, might pick out his composition of the song Suicide Is Painless, the th …"
Music, Ja Ja Ding Dong! How schlager found its joyful place in the pop camp,"Summary: At the beginning of the new Netflix movie Eurovision Song Contest: The Story of Fire Saga, aspiring musicians Lars (Will Ferrell) and Sigrit (Rachel M …"
Music, Brahms: where to start with his music,"This series began last week with Beethoven. Among the composers who took up the daunting challenge of the symphonic form, none was more aware of the l …"
Sport," No guarantee postponed Ryder Cup will have full crowd in 2021, PGA says",The organisers of the Ryder Cup have admitted there can be no certainty of the event taking place in typical form in its rescheduled window in 2021. C …
Music," No flip-flops, no hoodies: was Jess Glynne wrong to complain about Sexy Fish's dress code?","Name: Sexy Fish. Age: Four. Appearance: Very smart indeed. Now, when you say Sexy Fish … I mean the London restaurant Sexy Fish, not the abstract conc …"
Politics, Lord Patten: Trump's re-election would hurt efforts to stand up to China,"The re-election of Donald Trump will make it harder to form an effective alliance to prevent China from destroying the rule of law, the former governo …"
Politics, Lorna Smith obituary,"Summary: My friend Lorna Smith, who has died aged 94, worked for 44 years as a civil servant, but her passion was running the international fan club for Judy G …"
Sport," England v West Indies: first Test, day one – as it happened","Summary: Vic Marks’s day one report: Play has been abandoned for the day. Only 17.4 overs were possible because of the weather, but the forecast suggests we wi …"
Sport, NRL losing streak arrives at a bad time for Brisbane Broncos and Queensland Rugby League,"After eight rounds of the NRL premiership season the highest ranked Queensland side are the North Queensland Cowboys in 11th position, followed by the …"
Sport, Sibley out for a duck as rain dominates England's first day with West Indies,Summary: This England team has been readier to acknowledge the virtue of patience since the advent of Chris Silverwood as head coach. They have opted for a Dom …
Sport," Drizzle, bubbles and a dystopian feel greet Test cricket's new normal","Summary: It was a case of the new normal colliding with a dose of the same old, same old. Mizzling rain wiped out the first three hours of the first Test and f …"
Music, John King obituary,"In 1965, my friend and colleague John King, who has died aged 77, co-founded with the distinguished baroque trumpeter Don Smithers the Oxford Pro Musi …"
Sport, 'A great moment': West Indies and England condemn racism together,"West Indies and England delivered a statement to the world about equality and the Black Lives Matter movement by taking a knee before the first Test, …"
Sport, Talking Horses: crash hero 'thrilled' to have Ascot winner named after him,"Summary: The original Nando Parrado is said to be “thrilled” by the recent success of his namesake at Royal Ascot, where the colt in question was a shock winne …"
Sport, Change or die: rugby union's growing financial storm calls for strong action,"Money is not talking but hollering as the impact of the coronavirus continues to bite. The Rugby Football Union, the richest in the world, is making m …"
Music, The Streets: None of Us Are Getting Out of This Life Alive review – from lad to dad,"Cast your mind back to the summer of 2004. Mike Skinner – that then-rarest of things, a British rapper who had found not only a uniquely British voice …"
Music, Zara McFarlane's dream festival: Koffee and herbal tea,"Location It would have to be in Jamaica, but not on the beach as people might expect. I’m thinking of a hillside, country spot, with a winding river y …"
Sport," Super League clubs could have grounds to challenge relegation, says top lawyer","Any side relegated from Super League this year could have strong grounds to mount a legal challenge against the decision, a leading sports lawyer has …"
Music, Solitude review – loneliness or reverie? Intense songs with lockdown resonance,Summary: Four kinds of solitude are here explored by the tenor James Gilchrist and pianist Anna Tilbrook – and it’s safe to say it carries far greater resonanc …
Politics, Ministers to ditch target of 50% of young people in England going to university,"Summary: Gavin Williamson has criticised the idea of wanting half of all young people to go on to higher education, describing it as an “absurd mantra” and sig …"
Music," Daniel Barenboim: 'If I could never conduct a live Ring cycle again, I don't know what I would do'",It takes more than a global pandemic to stop Daniel Barenboim. The pianist and conductor is not merely one of the modern world’s pre-eminent musicians …
Politics, Man arrested in Solihull over suspected £500k furlough fraud,Summary: A man from the West Midlands is the first person to have been arrested over suspected fraud with regard to the government’s job furlough scheme. The 5 …
Politics, Labour warns UK recovery plan could end up wasting public money,"Labour has warned that Rishi Sunak’s £1000-a-worker job retention scheme could see money ending up in the wrong pockets, as the chancellor refused to …"
Politics, UK accused of 'empty talk' as Bahrain activists face death penalty,The British government has been accused of “empty talk” over human rights as two pro-democracy campaigners in Bahrain face the death penalty. The UK h …
Politics, Chris Grayling closes in on role as chair of UK intelligence committee,Summary: The accident-prone former cabinet minister Chris Grayling is expected to be appointed as chair of the powerful intelligence and security committee (IS …
Politics, Oliver Dowden unplugged: entering and exiting largely unnoticed,Robbed. This should have been one of the greatest press conferences of all time. Just imagine. The lights go dim in Number 10 and the sound system bel …
Sport, Bottas and Leclerc to be investigated for breaking F1's Covid-19 rules,The FIA is to investigate Valtteri Bottas and Charles Leclerc for breaking the sport’s Covid-19 protocols. Both drivers returned to their homes in Mon …
Politics, Labour MP Dawn Butler closes office after receiving racist threats,A Labour MP has been forced to close her constituency office after escalating racist threats towards her and her staff since she spoke out in support …
Sport, Jason Holder targets century for West Indies to go with wickets,Jason Holder trained his sights on scoring his first century in England following a sublime six-wicket haul on day two of the first Test in Southampto …
Sport, Becky and Ellie Downie say abuse in GB gymnastics 'completely normalised',The world championship medallists Becky and Ellie Downie have joined the group of gymnasts speaking out about shocking abuse in the British team in a …
Politics," No-deal Brexit will raise cost of UK household staples, say retailers","The cost of household staples, ranging from meat and cheese to school uniforms and drinking glasses, will substantially increase if there is no Brexit …"
Sport, The greatest: Bjorn Borg – enigma with a bomb-proof winning mentality,"On 13 September 1981, Bjorn Borg was dismantled by John McEnroe in the US Open final. They had many classic matches; this lop-sided four-setter was no …"
Music, Donna Missal: Lighter review – progressive torch singer sounds strangely retro,"New Jersey singer-songwriter Donna Missal has supported both King Princess and Lewis Capaldi on tour, and fans of both will find something to enjoy in …"
Music, Lady Antebellum sue black singer Lady A over name change,"The US country group Lady A – known until recently as Lady Antebellum, before changing their name to shed its slavery-era connotations – is suing the …"
Music," Tracks of the week reviewed: Big Boi, the Chicks, Kanye West","Big Boi & Sleepy Brown Can’t Sleep Smoove. And I use the term advisedly, because this sounds like Trevor Nelson’s record of the week from 2003. A simp …"
Music," Amy Winehouse, Glastonbury 2004: coaxing rainbows from the clouds","It was Glastonbury, so it was raining. It wasn’t the deluge of the day before, which had reduced the main field to a mud bath for Paul McCartney’s hea …"
Politics, Firm with links to Gove and Cummings given Covid-19 contract without open tender,"The Cabinet Office has awarded an £840,000 contract to research public opinion about government policies to a company owned by two long-term associate …"
Sport, Chess: Adams stirs with win under Ciderdrinker alias before Biel event,"Summary: England’s No 1 Michael Adams will be in international action next weekend when Biel, Switzerland, stages the first major European tournament since loc …"
Music, Pop Smoke: five arrested in connection with Brooklyn rapper's killing,"Summary: Five people have been arrested in connection with the death of Brooklyn rapper Pop Smoke. The 20-year-old artist, born Bashar Jackson, was shot dead i …"
Music, John Poole obituary,"My husband, John Poole, who has died aged 86, was director of the BBC Singers for nearly 20 years. Under his leadership they earned a reputation as on …"
Music, Eminem criticises non-mask wearers on new rap track,"Summary: Eminem has entered the debate about face masks in a collaboration with Kid Cudi, tackling an issue that is the subject of fierce disagreement in the U …"
Music, Paul Weller joins Lennon and McCartney with No 1 albums in five straight decades,Paul Weller has joined John Lennon and Paul McCartney as the only artists to top the UK album chart in five consecutive decades. Weller said he was “v …
Politics, Downing Street seeks data expert to set up 'skunkworks' in No 10,"Downing Street is seeking applications for a £135,000-a-year data expert to set up a “skunkworks” in No 10, in the latest evidence of Dominic Cummings …"
Sport, Mark Wood's struggles prove quickest does not always mean most effective,"It wasn’t what Stuart Broad said, so much as the look on his face as he said it. In a live TV interview minutes before the start of play on Friday, Br …"
Politics, UK coronavirus live: Johnson signals stricter face mask rules and says people should 'go back to work if they can' – as it happened,That’s all from our UK live blog for today but please follow the developments worldwide on our global blog. Thank you following the blog today. Below …
Sport, Talking Horses: Royal Ascot winner Golden Horde can lift July Cup,"He is well established as the favourite but there is plenty to like about Golden Horde (3.35) in the July Cup, especially for 10-year trend enthusiast …"
Sport, More than the average bear: Peter Handscomb's meditative approach to cricket and life,"As Peter Handscomb made his Test debut in 2016, Chris Rogers told a story about his former teammate on radio. Five years earlier, the pair were battin …"
Music," San Cisco, Mo'Ju, Alex the Astronaut and more: Australian music for isolated times","As some states around Australia begin to slowly open back up and Victoria heads back into shutdown, Australia’s arts industry is still largely dormant …"
Music, 'A self-centered publicity stunt': just how serious is Kanye West's presidential bid?,"Once the strangest of bedfellows, Kanye West and Donald Trump are now officially rivals. On the Fourth of July, the California-based rapper and entrep …"
Sport, The greatest male tennis player of the last 50 years: the fans' verdict,"Summary: Novak Djokovic was hoping to defend his Wimbledon title this weekend. Instead, he is at home recovering from Covid-19. It may be some time until the w …"
Politics, 'It's a boys club': Johnson accused of running ‘blokey’ government,"Boris Johnson is being accused of overseeing an “incredibly blokey” government, as analysis of the latest Whitehall shake-up shows key decisions are i …"
Music," Classical home listening: Voces8, the Hermes Experiment and Llŷr Williams","• After Silence by Voces8 (Voces8 Records), directed by Barnaby Smith, wasn’t devised for the state we are in but might well have been. This wide-rang …"
Music, One to watch: Oscar Jerome,"The UK jazz underground is still on pause, with live music venues remaining closed, but a fixture on that once-bubbling scene is 27-year-old Oscar Jer …"
Music, Callum Au and Claire Martin: Songs and Stories review – Claire Martin in big band shock,"Considering that she has sung duets with Richard Rodney Bennett, appeared around the world with bands of every shape and size, and with many of today’ …"
Sport, Manu Tuilagi set to move to Sale and keep England career alive,Manu Tuilagi is set to keep his England career alive with a move to Sale after his acrimonious departure from Leicester. The 29-year-old’s exit from W …
Politics, Labour calls for immediate publication of inquiry into Priti Patel bullying claims,"An inquiry into allegations that the home secretary, Priti Patel, bullied staff must be published immediately amid claims the inquiry’s chief is resis …"
Politics," Prove that Labour really is anti-racist, Dawn Butler tells Keir Starmer","Summary: Labour MP Dawn Butler has said she understands why the party is losing support with young black, Asian and minority ethnic voters and that Keir Starme …"
Politics," Competent, likeable, decisive: Keir Starmer beating Boris Johnson on all counts","Half of UK voters say they have formed a more favourable view of the Labour party since Keir Starmer became its leader in April, according to the late …"
Politics," Rishi Sunak is borrowing his way out of this crisis, but we'll all have to pay it back","Within days of Rishi Sunak becoming chancellor of the exchequer, the UK plunged into the deepest recession for at least 300 years. In extraordinarily …"
Sport, Crawley hits 76 but England lose late wickets to give West Indies upper hand,"After all the agonising and the intricate planning the cricket has taken over, which is just what everyone wanted. A slow-burning Test match is reachi …"
Sport, Joe Denly likely to be ushered off England stage after fluffing lines again,Joe Denly left the tour of New Zealand last winter believing he would never live down a horror dropped catch on the final day in Hamilton but his seco …
Politics, Keir Starmer faces a daunting challenge. But opportunities beckon for Labour,"Summary: First impressions count, and Keir Starmer has made a good one. His performance ratings are the best recorded for an opposition leader since Tony Blair …"
Music, The Streets: None of Us Are Getting Out of This Life Alive review – a banging return,"For years, Mike Skinner has been living his best post-superstar life – DJ-ing regularly, raising small Streets. But nearly a decade on from his two 20 …"
Music, Lianne La Havas: 'It's hard to fit in when you have two heritages',"Lianne La Havas arrives on her bike, a sturdy looking affair with a wicker front basket. It’s a June morning in Brockwell Park, south London, and the …"
Politics, Lady Maddock obituary,"Diana Maddock, who has died aged 75, arrived on the UK political scene in 1993 following a most unlikely Liberal Democrat byelection victory in Christ …"
Politics," Face masks in shops will not be mandatory in England, Gove suggests","Wearing face coverings in shops will not become mandatory in England, Michael Gove has suggested, sparking confusion over plans to stem the spread of …"
Music, Rufus Wainwright: Unfollow the Rules review – a return to sumptuous basics,After almost a decade working in other fields – most notably on his second opera and a project putting Shakespeare’s sonnets to music – Rufus Wainwrig …
Music, The Chicks: Gaslighter; Margo Price: That's How Rumors Get Started – review,"Country music – a genre steeped in stories of poverty, perseverance and righteous female ire – has long had a progressive wing. But few artists have p …"
Politics, Labour supporters: how do you feel about Keir Starmer's leadership?,"Summary: Monday will mark 100 days since Keir Starmer was elected leader of the Labour party. In an Observer poll today, 49% of all voters said Starmer had mad …"
Politics, Boris Johnson accused of plan to 'emasculate' UK devolution,"Summary: Boris Johnson has been accused of planning an “emasculation” of the devolution settlement, with senior officials and politicians warning that plans fo …"
Sport, Lewis Hamilton wins Styrian GP from pole after Ferraris collide on first lap,"After a stunning shakedown to open the season with the Austrian Grand Prix, Formula One’s follow-up at the Red Bull Ring proved an altogether more sed …"
Politics, Local anger over plans for post-Brexit 'lorry park' at Ashford,"It is a competitive field when it comes to noise, but the sweet birdsong rising up from 27 acres of ragwort, overgrown grass and dense bramble hedgero …"
Sport, Jofra Archer proves his point but Jermaine Blackwood has last laugh,Jofra Archer was in the mood. You could see it in his batting early on Sunday morning. Crack! He lashed Jason Holder through long-off. Smack! He thras …
Sport, Trevor Bayliss: 'Winning the World Cup still gives me goose bumps',Summary: The pandemic prevented Trevor Bayliss from collecting his OBE last month but the World Cup-winning former England coach – a phrase the man himself wou …
Music," L7, Reading 1992: riffs, mud fights and a flying bloody tampon","It might seem a bit much that the festival moment I wish I’d witnessed was a bloodied tampon being flung into a baying crowd. But, as anyone who has w …"
Sport, England need to explore the depth of their bowling options at Old Trafford,England lose and there is so much to applaud. In the wake of West Indies’ victory heated debates have long since commenced. Where was Stuart Broad? Fa …
Music, Juice WRLD: Legends Never Die review – patron saint of the melancholy masses,"Summary: Juice WRLD’s posthumous album opens with the devil closing in. On Conversations, the rapper is avoiding a tête-à-tête with the arch fiend himself, a m …"
Sport, 'Everyone needs to pull together': Lewis Hamilton urges Ferrari to act on racism,"Lewis Hamilton has demanded Ferrari take action in supporting Formula One’s anti-racist stance, saying he believes every team in F1 must be held accou …"
Sport, Talking Horses: Aidan and Donnacha O’Brien banned for Covid-19 breach,"Aidan O’Brien, Ireland’s champion trainer on the Flat for the last 21 years, and his son Donnacha, who recently saddled the French Oaks winner Fancy B …"
Politics, UK coronavirus: England and Wales ministers criticised for lack of action on face masks – as it happened,Here’s a summary of today’s key UK coronavirus developments: Boris Johnson has said an announcement on whether face masks should be mandatory in shops …
Politics, Gove delivers a lorry load of oven-ready Brexit with no ingredients,Time can play tricks. But some of us can distinctly recall Boris Johnson and Michael Gove reassuring the country back in 2016 that not only would the …
Sport, Eoin Morgan says World Cup final win was 'actually bigger than cricket',"During lockdown, Eoin Morgan started watching last year’s World Cup final on loop. He hadn’t actually seen the whole match back until recently, when h …"
Music, Brandy: ‘Music is my therapy. I don’t know what life would be without it’,"When Brandy Norwood was 14 she went to see her idol Whitney Houston in concert. Stuck in the nosebleed seats, she decided to blag her way backstage at …"
Sport, Talking Horses: would punters be willing to wear masks at the races?,Pinatubo was back in the winner’s enclosure for the first time since his dominant two-year-old campaign in Sunday’s Prix Jean Prat at Deauville and hi …
Music, Peter Goodwin obituary,"My friend Peter Goodwin, who has died aged 94, was for many years a leading figure in the classical music scene in High Wycombe in Buckinghamshire. As …"
Sport, West Indies' Jermaine Blackwood says fresh focus helped blot out Ben Stokes,Jermaine Blackwood overcame the devil on his shoulder and a few words from Ben Stokes when guiding West Indies to the four-wicket victory that puts th …
Sport, Counties urged by ECB to protect bowlers in truncated cricket season,Bowlers in this year’s truncated county season look set to have their overs capped and the new ball delayed under guidelines designed to counter the t …
Politics, Face masks to be compulsory in shops in England; UK death toll rises by 138 – as it happened,"Face coverings are to be mandatory in shops and supermarkets in England from 24 July, Matt Hancock confirmed. The health and social care secretary sai …"
Sport, West Indies finally look ready to lay ghosts of legendary past to rest,Ghosts follow this West Indies team. Like every other squad who’ve travelled from the Caribbean to England in the last couple of decades they’re haunt …
Sport, Sale back Tuilagi to have 'sensational' impact of Jason Robinson in 2006,"Manu Tuilagi believes Sale will get the best out of him after years of injury problems at Leicester, having been backed to make the same impact at the …"
Sport, 'Humans need it': Will a lack of sex force players to break the NBA's bubble?,"At one end of the spectrum there is Wilt Chamberlain, the NBA Hall of Famer who built a Bel Air mansion with a mirrored velvet sex den and claimed to …"
Music," Nusrat Fateh Ali Khan, Womad 1985: the qawwali star invokes rapture","Nusrat Fateh Ali Khan’s voice is quite unlike any other. At turns heavy and hulkingly powerful, yet also nimble and pointedly precise, his vocalisatio …"
Politics, Andrea Leadsom to review disadvantaged children's health,Boris Johnson has appointed former cabinet minister Andrea Leadsom to carry out a review into how to improve health outcomes for babies and children f …
Politics, Boris Johnson indicates at PMQs he has not read winter coronavirus report,Boris Johnson has indicated he has not read a government-commissioned report setting out urgent measures needed to prepare for a possible second wave …
Politics," Like a borderline sociopath, Johnson again misjudges the mood of the chamber","Summary: It’s become a standard strategy for Boris Johnson at prime minister’s questions, ever since he got mullered in their first few outings. Unable to cope …"
Politics, Labour antisemitism row: the seven whistleblowers set to settle,Seven former Labour staffers are expected to settle with the party after claiming it defamed them following a BBC Panorama programme that detailed a r …
